LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,ZIP CODE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LATITUDE,LONGITUDE,selected
"ADOBE GILA'S OF NEW CITY, LLC",ADOBE GILA'S,1500 N CLYBOURN AVE 2 C201,60610,9/11/15,9/15/17,41.90856,-87.64645,polygon
MIRROR IMAGE 3868 LLC,KICK,1939-1943 W BYRON ST 1,60613,8/19/15,9/15/17,41.95224,-87.67780,polygon
"ELSTON AVENUE FOOD COMPANY, INC.","ELSTON AVENUE FOOD COMPANY, INC.",1036 N KILBOURN AVE 1,60651,8/27/15,9/15/17,41.89992,-87.73868,polygon
"CANTINA CHICAGO, LLC",TACO BELL,1439 N MILWAUKEE AVE,60622,9/11/15,9/15/17,41.90815,-87.67375,polygon
"YARD HOUSE USA, INC.",YARD HOUSE,1500 N CLYBOURN AVE 1 C101,60610,8/28/15,9/15/17,41.90856,-87.64645,polygon
TEXAS DE BRAZIL (OC CHICAGO) CORPORATION,TEXAS DE BRAZIL,210 E ILLINOIS ST 1,60611,8/24/15,9/15/17,41.89108,-87.62210,polygon
"ADOBE GILA'S OF NEW CITY, LLC",ADOBE GILA'S,1500 N CLYBOURN AVE 2 C201,60610,9/11/15,9/15/17,41.90856,-87.64645,polygon
LR RESTAURANT GROUPS INC.,CATALPA CAFE,2800 W LOGAN BLVD 1,60647,9/1/15,9/15/17,41.92857,-87.69758,polygon
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,LEVY PREMIUM FOOD SERVICES LTD,1901 W MADISON ST,60612,9/1/17,9/16/17,41.88124,-87.67428,polygon
"SOUTHPORT GRILL, LLC",Crosby's Kitchen,3400 N SOUTHPORT AVE,60657,9/13/17,9/17/17,41.94346,-87.66407,polygon
"LIZZIE MCNEILL'S, INC.",Lizzie McNeill's,2401 N LAKE SHORE DR,60614,8/22/17,9/18/17,41.92625,-87.63104,polygon
HOME RUN INN PIZZA-SHEFFIELD INC.,Home Run Inn Pizza,201 E RANDOLPH ST,60601,5/26/17,9/22/17,41.88417,-87.62225,polygon
"LITTLE GOAT, LLC","LITTLE GOAT, LLC",1900 W FULTON ST,60612,9/1/17,9/23/17,41.88692,-87.67447,polygon
"CRIMESTOPPERS PLUS, INC.",COOK COUNTY CRIME STOPPERS,1758 W GRAND AVE 1,60622,9/22/17,9/23/17,41.89101,-87.67198,polygon
"WEST LAKEVIEW LIQUORS, INC",West Lakeview Liquors,2154 W ADDISON ST,60618,7/20/17,9/23/17,41.94691,-87.68318,polygon
"REVOLUTION BREWING, LLC",Revolution Brewing,2300 N MILWAUKEE AVE,60647,9/19/17,9/30/17,41.92284,-87.69749,polygon
DANNY DID FOUNDATION,8TH ANNUAL EVENING OF HEARTS & HUGS CHICAGO BENEFIT,2401 N LAKE SHORE DR 1,60614,9/28/17,9/30/17,41.92625,-87.63104,polygon
"LITTLE GOAT, LLC",LITTLE GOAT DINER & DUCK DUCK GOAT & GORDON FOOD SERVICE,845 W FULTON MARKET,60607,9/28/17,10/1/17,41.88667,-87.64926,polygon
K94KEEPS NFP,BLOODY MARY FEST,2401 N LAKE SHORE DR 1,60614,9/28/17,10/1/17,41.92625,-87.63104,polygon
PILOT LIGHT,PILOT LIGHT/ VANS COLLABORATION EVENT,113 N ELIZABETH ST 1,60607,10/4/17,10/4/17,41.88332,-87.65866,polygon
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,LEVY PREMIUM FOOD SERVICES LTD,1901 W MADISON ST,60612,9/21/17,10/5/17,41.88124,-87.67428,polygon
"LIZZIE MCNEILL'S, INC.",Lizzie McNeill's,400 N MCCLURG CT,60611,9/5/17,10/6/17,41.88912,-87.61775,polygon
HIGH CONCEPT LABORATORIES NFP,SOM:  ENGINEERING x  [ ART + ARCHITECTURE ],345 N MORGAN ST 1,60607,9/8/17,10/8/17,41.88801,-87.65206,polygon
"HARD ROCK CAFE INTERNATIONAL (CHICAGO), INC.","Hard Rock Cafe International (Chicago), Inc.",63 W ONTARIO ST,60654,10/4/17,10/8/17,41.89313,-87.63056,polygon
"MILLENNIUM PARK JOINT VENTURE, LLC","MILLENNIUM PARK JOINT VENTURE, LLC",150 N MICHIGAN AVE,60601,10/4/17,10/8/17,41.88453,-87.62460,polygon
THE NATIONAL MUSEUM OF PUERTO RICAN ARTS AND CULTURE,NATIONAL MUSEUM OF PUERTO RICAN ARTS AND CULTURE,1446 W KINZIE ST,60642,10/12/17,10/13/17,41.88898,-87.66411,polygon
"SAL GADD, INC.",O'Learys Public House,337 E RANDOLPH ST,60601,10/13/17,10/14/17,41.88422,-87.61934,polygon
L3 NEW CITY LLC,LATE BLOOMER,1538 N CLYBOURN AVE 1ST A105,60610,9/24/15,10/15/17,41.90931,-87.64750,polygon
L3 NEW CITY LLC,LATE BLOOMER,1538 N CLYBOURN AVE 1ST A105,60610,9/24/15,10/15/17,41.90931,-87.64750,polygon
"ONE GROUP MIND, LLC",THE COMEDY CLUBHOUSE,1462 N ASHLAND AVE 1ST,60622,8/3/17,10/15/17,41.90879,-87.66779,polygon
"RSR BLOCK 37 FOOD HALL, LLC",LATINICITY,108 N STATE ST  050,60602,10/2/15,10/15/17,41.88342,-87.62802,polygon
"PEAS AND CARROTS HOSPITALITY, CHICAGO, LLC",BERNIE'S LUNCH & SUPPER,660 N ORLEANS ST 1&ROOF,60654,9/18/15,10/15/17,41.89406,-87.63725,polygon
TARGET CORPORATION,TARGET STORE T-3207,401 E ILLINOIS ST,60611,10/6/15,10/15/17,41.89094,-87.61754,polygon
"NANDO'S OF NEW CITY, LLC",NANDO'S PERI-PERI,1500 N CLYBOURN AVE 1,60610,9/18/15,10/15/17,41.90856,-87.64645,polygon
NWH BEATRIX LLC,BEATRIX,671 N ST CLAIR ST 1,60611,4/27/16,10/15/17,41.89464,-87.62260,polygon
"NANDO'S OF NEW CITY, LLC",NANDO'S PERI-PERI,1500 N CLYBOURN AVE 1,60610,9/18/15,10/15/17,41.90856,-87.64645,polygon
"PAIRED WINE COMPANY CHICAGO, INC.",PAIRED,3325 N HALSTED ST,60657,11/5/15,10/15/17,41.94260,-87.64921,polygon
TEXAHS LLC,MONTEVERDE,1020-1022 W MADISON ST 1,60607,10/8/15,10/15/17,41.88179,-87.65297,polygon
"RH F&B ILLINOIS, LLC",RESTORATION HARDWARE,1300-1310 N DEARBORN ST LL-5TH FLOOR,60610,9/29/15,10/15/17,41.90590,-87.63019,polygon
"EARL'S RESTAURANT (NEW CITY, IL) INC.",EARLS KITCHEN + BAR,1538 N CLYBOURN AVE 1 A108,60610,10/1/15,10/15/17,41.90931,-87.64750,polygon
STK CHICAGO LLC,STK CHICAGO,9 W KINZIE ST 1ST,60654,9/25/15,10/15/17,41.88914,-87.62843,polygon
"TALMAN SOCCER ASSET MANAGEMENT, LLC",THE PRIVATE BANK FIRE PITCH,3636-3714 N TALMAN AVE 1,60618,2/4/16,10/15/17,41.94777,-87.69504,polygon
WANDERING CHEF LLC,UGO'S,2833 W ARMITAGE AVE,60647,9/23/15,10/15/17,41.91737,-87.69847,polygon
LA STORIA LLC,LA STORIA,1154-1156 N DEARBORN ST 1-2,60610,10/9/15,10/15/17,41.90347,-87.63012,polygon
NWH BEATRIX LLC,BEATRIX,671 N ST CLAIR ST 1,60611,9/23/15,10/15/17,41.89464,-87.62260,polygon
"SOCIALE CHICAGO CAFE PRESS CHICAGO, LLC",SOCIALE AND CAFE PRESS,800 S CLARK ST 1ST,60605,9/23/15,10/15/17,41.87216,-87.63076,polygon
"RSR BLOCK 37 FOOD HALL, LLC",LATINICITY,108 N STATE ST  300,60602,10/9/15,10/15/17,41.88342,-87.62802,polygon
INTEGRATED CLARK MONROE LLC,HYATT CENTRIC THE LOOP CHICAGO,100 W MONROE ST 1-23,60603,10/6/15,10/15/17,41.88081,-87.63093,polygon
OHIO STREET EVENTS LLC,THE IVY ROOM,12 E OHIO ST 1,60611,9/28/15,10/15/17,41.89259,-87.62760,polygon
"EARL'S RESTAURANT (NEW CITY, IL) INC.",EARLS KITCHEN + BAR,1538 N CLYBOURN AVE 1 A108,60610,10/1/15,10/15/17,41.90931,-87.64750,polygon
"SOUTHPORT BREWPUB, LLC",CORRIDOR BREWERY AND PROVISIONS,3446 N SOUTHPORT AVE 1ST,60657,9/25/15,10/15/17,41.94484,-87.66410,polygon
HOME RUN INN PIZZA-SHEFFIELD INC.,HOME RUN INN,3211-3215 N SHEFFIELD AVE 1ST,60657,10/5/15,10/15/17,41.94029,-87.65397,polygon
THE VIG CHICAGO LLC.,THE VIG CHICAGO,1527 N WELLS ST,60610,10/2/15,10/15/17,41.90997,-87.63453,polygon
3506 HOSPITALITY LLC,OLD CROW SMOKEHOUSE,3506-3514 N CLARK ST,60657,10/7/15,10/15/17,41.94574,-87.65551,polygon
STK CHICAGO LLC,STK CHICAGO,9 W KINZIE ST 1ST,60654,4/4/16,10/15/17,41.88914,-87.62843,polygon
OHIO STREET EVENTS LLC,THE IVY ROOM,12 E OHIO ST 1,60611,9/28/15,10/15/17,41.89259,-87.62760,polygon
"RH F&B ILLINOIS, LLC",RESTORATION HARDWARE,1300-1310 N DEARBORN ST LL-5TH FLOOR,60610,9/29/15,10/15/17,41.90590,-87.63019,polygon
TREASURE ISLAND FOODS INC,TREASURE ISLAND FOODS,3460 N BROADWAY,60657,9/23/15,10/15/17,41.94483,-87.64589,polygon
"FULTON STEAK, LLC",SWIFT & SONS,1000 W FULTON MARKET  1,60607,10/6/15,10/15/17,41.88685,-87.65223,polygon
NWH BEATRIX LLC,BEATRIX,671 N ST CLAIR ST 1,60611,9/23/15,10/15/17,41.89464,-87.62260,polygon
OHIO STREET EVENTS LLC,THE IVY ROOM,12 E OHIO ST 1,60611,9/28/15,10/15/17,41.89259,-87.62760,polygon
TEXAHS LLC,MONTEVERDE,1020-1022 W MADISON ST 1,60607,10/8/15,10/15/17,41.88179,-87.65297,polygon
"EARL'S RESTAURANT (NEW CITY, IL) INC.",EARLS KITCHEN + BAR,1538 N CLYBOURN AVE 1 A108,60610,10/1/15,10/15/17,41.90931,-87.64750,polygon
"BLAZIN WINGS, INC.",BUFFALO WILD WINGS,513 W TAYLOR ST 1ST & 2ND,60607,9/28/15,10/15/17,41.86964,-87.63990,polygon
"LA BRICIOLA, LLC",BRICIOLA,935-939 N DAMEN AVE 1ST,60622,9/23/15,10/15/17,41.89881,-87.67699,polygon
"DOWNTOWN ENTERTAINMENT, LLC",DOWNTOWN ENTERTAINMENT LLC - HQ BEERCADE II,220 W CHICAGO AVE,60654,10/4/17,10/22/17,41.89669,-87.63512,polygon
CHICAGO INDEPENDENT RADIO PROJECT,#2 - 2017 INDOOR SPECIAL EVENT,113 N ELIZABETH ST 1,60607,10/25/17,10/26/17,41.88332,-87.65866,polygon
"SOUTHPORT BREWPUB, LLC",CORRIDOR BREWERY AND PROVISIONS,3410 N SOUTHPORT AVE,60657,7/19/17,10/26/17,41.94376,-87.66407,polygon
CHICAGO INDEPENDENT RADIO PROJECT,#1 - 2017 INDOOR SPECIAL EVENT,113 N ELIZABETH ST 1,60607,10/30/17,10/30/17,41.88332,-87.65866,polygon
3733 NORTH HALSTED INC.,The North End,3200 N HALSTED ST,60657,10/25/17,10/31/17,41.94003,-87.64942,polygon
CHICAGO INDEPENDENT RADIO PROJECT,#3 - 2017 INDOOR SPECIAL EVENT,113 N ELIZABETH ST 1,60607,11/3/17,11/5/17,41.88332,-87.65866,polygon
CHICAGO INDEPENDENT RADIO PROJECT,#4 - 2017 INDOOR SPECIAL EVENT,113 N ELIZABETH ST 1,60607,11/8/17,11/10/17,41.88332,-87.65866,polygon
"540 WEST MADISON HOSPITALITY GROUP, LLC",SLIGHTLY TOASTED,540 W MADISON ST 1 140,60661,10/30/15,11/15/17,41.88197,-87.64128,polygon
WILLIAM BERMINGHAM,THE CHARNEL HOUSE,3421 W FULLERTON AVE 1ST,60647,8/2/17,11/15/17,41.92454,-87.71295,polygon
GORILLA TANGO INCORPORATED,GORILLA TANGO THEATRE,1919 N MILWAUKEE AVE  1,60647,8/2/17,11/15/17,41.91641,-87.68655,polygon
THE PROP THEATER GROUP,PROP THTR,3502-3504 N ELSTON AVE 1,60618,8/3/17,11/15/17,41.94479,-87.70637,polygon
COWABUNGA LLC,Cowabunga LLC / Mahalo,1625 N LAKE SHORE DR,60614,8/8/17,11/15/17,41.91219,-87.62670,polygon
"BOTTLED BLONDE CHICAGO, LLC",BOTTLED BLONDE,504 N WELLS ST 1,60654,11/16/15,11/15/17,41.89096,-87.63420,polygon
OGGI TRATTORIA LLC,OGGI TRATTORIA,1118 W GRAND AVE 1ST,60642,11/16/15,11/15/17,41.89121,-87.65547,polygon
"AUDIOLEAF LINCOLN OPERATING I, LLC",LINCOLN HALL,2424-2426 N LINCOLN AVE 1ST & 2ND,60614,12/11/15,11/15/17,41.92594,-87.64966,polygon
"KING'S BOWL of NEW CITY, LLC",KING'S BOWL,1500 N CLYBOURN AVE 1ST C102,60610,10/30/15,11/15/17,41.90856,-87.64645,polygon
"KING'S BOWL of NEW CITY, LLC",KING'S BOWL,1500 N CLYBOURN AVE 1ST C102,60610,10/29/15,11/15/17,41.90856,-87.64645,polygon
"GOOD EATS RESTAURANT GROUP, L.L.C.",URBAN BURGER BAR,1578-1580 N CLYBOURN AVE 1ST,60642,11/2/15,11/15/17,41.91030,-87.64888,polygon
1160 DEARBORN ENTERTAINMENT LLC,CHICAGO Q,1160 N DEARBORN ST 1 & 2 (MEZZ),60610,10/20/15,11/15/17,41.90367,-87.63013,polygon
"HAPPY CAMPER PIZZERIA, LLC",HAPPY CAMPER,1209 N WELLS ST 1,60610,10/29/15,11/15/17,41.90416,-87.63434,polygon
"ROUNDY'S ILLINOIS, LLC",MARIANO'S #8534,1500 N CLYBOURN AVE 1ST & 2ND C-104,60610,10/26/15,11/15/17,41.90856,-87.64645,polygon
"SCHMALTZ HOSPITALITY, CHICAGO1, LLC",GUS'S WORLD FAMOUS FRIED CHICKEN,847 W FULTON MARKET  1ST,60607,10/26/15,11/15/17,41.88666,-87.64934,polygon
LUKES LOBSTER XIV LLC,LUKE'S LOBSTER,134 N LA SALLE ST 1ST,60602,10/26/15,11/15/17,41.88411,-87.63258,polygon
"ESCAPE ARTISTRY, LLC",ESCAPE ARTISTRY,1579 N MILWAUKEE AVE  350,60622,10/26/15,11/15/17,41.91029,-87.67710,polygon
"TSUKIJI FISH MARKET, INC.","TSUKIJI FISH MARKET, INC.",1156 W GRAND AVE 1ST,60642,10/16/15,11/15/17,41.89120,-87.65689,polygon
"BOCKWINKEL'S AT MCCLURG, INC.",BOCKWINKEL'S,320 E OHIO ST 1ST,60611,11/9/15,11/15/17,41.89272,-87.61939,polygon
"RSR BLOCK 37 FOOD HALL, LLC",LATINICITY,108 N STATE ST  300,60602,10/19/15,11/15/17,41.88342,-87.62802,polygon
GE DIVERSEY LLC,THE ORIGINAL GINO'S EAST OF CHICAGO,2801 N LINCOLN AVE,60657,11/16/15,11/15/17,41.93272,-87.65873,polygon
DOS URBAN CANTINA LLC,DOS URBAN CANTINA,2829-2831 W ARMITAGE AVE 1,60647,11/2/15,11/15/17,41.91737,-87.69825,polygon
"ROUNDY'S ILLINOIS, LLC",MARIANO'S #8534,1500 N CLYBOURN AVE 1ST & 2ND C-104,60610,10/26/15,11/15/17,41.90856,-87.64645,polygon
LILLY GOLD LLC,Van Buren Gentlemen's Salon,235 W VAN BUREN ST 1 C-3,60607,11/2/15,11/15/17,41.87672,-87.63471,polygon
"REVEL DOWNTOWN, L.L.C.",REVEL DOWNTOWN L.L.C.,440 W RANDOLPH ST 1 & 2,60606,10/28/15,11/15/17,41.88455,-87.63968,polygon
"HAPPY CAMPER PIZZERIA, LLC",HAPPY CAMPER,1209 N WELLS ST 1,60610,10/29/15,11/15/17,41.90416,-87.63434,polygon
"BOTTLED BLONDE CHICAGO, LLC",BOTTLED BLONDE,504 N WELLS ST 1,60654,10/30/15,11/15/17,41.89096,-87.63420,polygon
PACIFIC THEATRES EXHIBITION CORP.,ARCLIGHTS CINEMAS,1500 N CLYBOURN AVE 1,60610,10/22/15,11/15/17,41.90856,-87.64645,polygon
PACIFIC THEATRES EXHIBITION CORP.,ARCLIGHTS CINEMAS,1500 N CLYBOURN AVE 1,60610,10/22/15,11/15/17,41.90856,-87.64645,polygon
THE QUEEN MARY LLC,THE QUEEN MARY,2125 W DIVISION ST 1,60622,11/5/15,11/15/17,41.90302,-87.68073,polygon
"EL METRO DE MEXICO, INC",EL METRO,1959 W CHICAGO AVE 1ST,60622,11/16/15,11/15/17,41.89580,-87.67699,polygon
BUKAN LLC,NARA,1132 S WABASH AVE LL,60605,10/29/15,11/15/17,41.86826,-87.62599,polygon
CHICAGO INDEPENDENT RADIO PROJECT,#5 - 2017 INDOOR SPECIAL EVENT,113 N ELIZABETH ST 1,60607,11/16/17,11/16/17,41.88332,-87.65866,polygon
"LITTLE GOAT, LLC","LITTLE GOAT, LLC",1800 W FULTON ST,60612,11/15/17,11/19/17,41.88696,-87.67203,polygon
"CRIMESTOPPERS PLUS, INC.",COOK COUNTY CRIME STOPPERS,1758 W GRAND AVE 1,60622,11/21/17,11/22/17,41.89101,-87.67198,polygon
HOME RUN INN PIZZA-SHEFFIELD INC.,HOME RUN INN,2450 N CANNON DR,60614,11/21/17,11/23/17,41.92728,-87.63465,polygon
THE ARTS OF LIFE INC.,SOM:  ENGINEERING x  [ ART + ARCHITECTURE ],345 N MORGAN ST 1,60607,10/27/17,12/3/17,41.88801,-87.65206,polygon
"MRS MURPHY & SONS, LTD.",MRS MURPHY & SONS IRISH BISTRO,3855 N LINCOLN AVE,60613,10/27/17,12/10/17,41.95203,-87.67711,polygon
PROVISION THEATER COMPANY,PROVISION THEATER COMPANY,1001 W ROOSEVELT RD 1ST REAR,60608,8/2/17,12/15/17,41.86698,-87.65108,polygon
JF DINING INC.,TANAKA RAMEN,553-555 W DIVERSEY PKWY 1,60614,12/8/15,12/15/17,41.93272,-87.64325,polygon
"AMERICAN MULTI-CINEMA, INC.",AMC DINE-IN THEATRES BLOCK 37,108 N STATE ST 4 434,60602,12/11/15,12/15/17,41.88342,-87.62802,polygon
PUNCHU LLC,OPART THAI,1371 W CHICAGO AVE,60642,11/30/15,12/15/17,41.89604,-87.66219,polygon
HALSTED OYSTER LLC,OYSTER ON HALSTED,1962 N HALSTED ST LL & 1ST,60614,11/25/15,12/15/17,41.91775,-87.64864,polygon
"THE SPANISH SQUARE, LLC",THE SPANISH SQUARE,1354-1358 W BELMONT AVE 1ST,60657,12/8/15,12/15/17,41.93988,-87.66334,polygon
GE DIVERSEY LLC,THE ORIGINAL GINO'S EAST OF CHICAGO,2801 N LINCOLN AVE,60657,11/16/15,12/15/17,41.93272,-87.65873,polygon
WALDORF=ASTORIA MANAGEMENT LLC,WALDORF ASTORIA CHICAGO,11 E WALTON ST,60611,1/8/16,12/15/17,41.89983,-87.62780,polygon
"AUDIOLEAF LINCOLN OPERATING I, LLC",LINCOLN HALL,2424-2426 N LINCOLN AVE 1ST & 2ND,60614,12/11/15,12/15/17,41.92594,-87.64966,polygon
HALSTED OYSTER LLC,OYSTER ON HALSTED,1962 N HALSTED ST LL & 1ST,60614,11/25/15,12/15/17,41.91775,-87.64864,polygon
"NANDO'S OF WABASH, LLC",NANDO'S PERI-PERI,22 S WABASH AVE 1ST,60603,11/19/15,12/15/17,41.88153,-87.62634,polygon
3441 HOSPITALITY GROUP LLC,THE GRAYSTONE TAVERN,3441 N SHEFFIELD AVE 1ST,60657,12/9/15,12/15/17,41.94477,-87.65411,polygon
"FORBIDDEN ROOT, A BENEFIT LLC",FORBIDDEN ROOT,1744-1746 W CHICAGO AVE 1,60622,11/20/15,12/15/17,41.89611,-87.67144,polygon
"AMERICAN MULTI-CINEMA, INC.",AMC DINE-IN THEATRES BLOCK 37,108 N STATE ST 4 434,60602,12/10/15,12/15/17,41.88342,-87.62802,polygon
"442, LLC",PUB 97,3626 N TALMAN AVE,60618,11/20/15,12/15/17,41.94750,-87.69503,polygon
CHARLES RAMOS ENTERPRISES LLC,Charles Ramos Enterprises LLC,50 W WASHINGTON ST,60602,10/25/17,12/24/17,41.88332,-87.62978,polygon
"THE LEAVITT STREET TAVERN, LLC",THE LEAVITT STREET TAVERN,2345 N LEAVITT ST 1,60647,1/8/16,1/15/18,41.92405,-87.68259,polygon
"FABI, INC.",FORNO ROSSO ON RANDOLPH,1048 W RANDOLPH ST 1ST,60607,1/8/16,1/15/18,41.88440,-87.65403,polygon
MADISON RESTAURANT LLC,MADISON TAVERN,500 W MADISON ST 1,60661,12/22/15,1/15/18,41.88199,-87.63976,polygon
"Pasta Bowl 101, LLC",The Pasta Bowl,1852 W NORTH AVE 1,60622,1/7/16,1/15/18,41.91064,-87.67471,polygon
"THE SPANISH SQUARE, LLC",THE SPANISH SQUARE,1354-1358 W BELMONT AVE 1ST,60657,12/23/15,1/15/18,41.93988,-87.66334,polygon
"WHISKEY BUSINESS, LLC",WHISKEY BUSINESS,1367 N MILWAUKEE AVE 1 & 2,60622,1/12/16,1/15/18,41.90677,-87.67159,polygon
"SOUTH GREEN ST, LLC",GREEN STREET LOCAL,130 S GREEN ST 1ST & 2ND,60607,1/4/16,1/15/18,41.87950,-87.64861,polygon
MY LITTLE ROME INC.,MY LITTLE ROME,6706 W BELMONT AVE 1,60634,1/4/16,1/15/18,41.93830,-87.79357,polygon
LAKEVIEW ONE GROUP INCORPORATED,BELMONT CAFE,928-930 W BELMONT AVE 1,60657,12/29/15,1/15/18,41.94004,-87.65268,polygon
CALAUGUSTA LLC,CAFE MARIE-JEANNE,1001 N CALIFORNIA AVE,60622,1/8/16,1/15/18,41.89933,-87.69664,polygon
JPNG HOSPITALITY INC.,BELLY UP SMOKEHOUSE AND SALOON,1132 S WABASH AVE 1,60605,1/11/16,1/15/18,41.86826,-87.62599,polygon
"CHEESIE'S WICKER PARK, LLC",CHEESIE'S PUB & GRUB,1365 N MILWAUKEE AVE 1,60622,12/30/15,1/15/18,41.90673,-87.67154,polygon
CHRISTOPHER HOUSE,"2018-#1 SKATE SESSION, ART SHOW & MUSIC SHOWCASE",113 N ELIZABETH ST 1,60607,2/7/18,2/2/18,41.88332,-87.65866,polygon
"CRIMESTOPPERS PLUS, INC.",COOK COUNTY CRIME STOPPERS,1758 W GRAND AVE 1,60622,2/15/18,2/10/18,41.89101,-87.67198,polygon
EAST ROOM LTD.,EAST ROOM,2352-2358 N MILWAUKEE AVE 2,60647,12/30/16,2/15/18,41.92387,-87.69916,polygon
A RED ORCHID THEATRE,A RED ORCHID THEATRE,1531 N WELLS ST,60610,8/3/17,2/15/18,41.91008,-87.63453,polygon
LOL CHICAGO LLC,LAUGH OUT LOUD,3849-3851 N LINCOLN AVE,60613,8/3/17,2/15/18,41.95187,-87.67700,polygon
"INSTITUTO CERVANTES OF CHICAGO, INC.",INSTITUTO CERVANTES,31 W OHIO ST 2,60654,8/4/17,2/15/18,41.89234,-87.62943,polygon
1140 WEST MADISON LLC,MAD,1140 W MADISON ST 1,60607,1/15/16,2/15/18,41.88175,-87.65594,polygon
VPC BELMONT PIZZA LLC,GIORDANO'S ON BELMONT,1036-1040 W BELMONT AVE,60657,2/1/16,2/15/18,41.94000,-87.65555,polygon
"948 ARMITAGE AN2, LLC",UPRISING WOOD FIRED PIZZA CAFE,948 W ARMITAGE AVE 1ST,60614,2/4/16,2/15/18,41.91822,-87.65289,polygon
IMPERIAL LA MIAN CHICAGO LLC,IMPERIAL LAMIAN,6 W HUBBARD ST 1,60654,1/21/16,2/15/18,41.89017,-87.62824,polygon
"MO'S ASIAN BISTRO, INC.",MO'S ASIAN BISTRO,1353-1355 W FULLERTON AVE 1,60614,1/22/16,2/15/18,41.92512,-87.66263,polygon
"BLAZIN WINGS, INC.",BUFFALO WILD WINGS,2650 N NARRAGANSETT AVE 1 C9-C10,60639,1/15/16,2/15/18,41.92885,-87.78578,polygon
"BACCI OF BENSENVILLE, INC.",BACCI PIZZERIA,2557 N HALSTED ST 1,60614,1/29/16,2/15/18,41.92898,-87.64874,polygon
VPC PRUDENTIAL PIZZA LLC,GIORDANO'S OF PRUDENTIAL PLAZA,130 E RANDOLPH ST,60601,1/29/16,2/15/18,41.88459,-87.62327,polygon
VPC GREEKTOWN PIZZA LLC,GIORDANO'S GREEKTOWN,815 W VAN BUREN ST 1,60607,1/29/16,2/15/18,41.87655,-87.64787,polygon
PENUMBRA RESTAURANT AND WINE BAR LLC,PENUMBRA RESTAURANT AND WINE BAR,3309 W FULLERTON AVE 1ST,60647,2/4/16,2/15/18,41.92457,-87.71099,polygon
THE HOPEWELL BREWING COMPANY LLC,HOPEWELL BREWING COMPANY,2760 N MILWAUKEE AVE 1,60647,2/5/16,2/15/18,41.93126,-87.71123,polygon
"ARMANDO MEDINA, INC.",ZACATECAS RESTAURANT,5037-5039 W DIVERSEY AVE 1,60639,1/21/16,2/15/18,41.93134,-87.75300,polygon
LOL CHICAGO LLC,LAUGH OUT LOUD,3849-3851 N LINCOLN AVE,60613,1/20/16,2/15/18,41.95187,-87.67700,polygon
"AMERICAN MULTI-CINEMA, INC.",AMC THEATRES GALEWOOD 14,5530 W HOMER ST 1ST,60639,2/2/16,2/15/18,41.91516,-87.76447,polygon
BRRGRR LLC,LONE STAR BBQ BAR,3350 N HARLEM AVE 1,60634,1/29/16,2/15/18,41.94124,-87.80701,polygon
"ASIA ON ILLINOIS, LLC",SUNDA,110 W ILLINOIS ST 1-2,60654,1/29/16,2/15/18,41.89092,-87.63162,polygon
VPC JACKSON PIZZA LLC,GIORDANO'S ON JACKSON,223-225 W JACKSON BLVD,60606,1/29/16,2/15/18,41.87800,-87.63441,polygon
VPC PRUDENTIAL PIZZA LLC,GIORDANO'S OF PRUDENTIAL PLAZA,130 E RANDOLPH ST,60601,1/29/16,2/15/18,41.88459,-87.62327,polygon
EMPTY BOTTLE INC,Empty Bottle,2398 W CORTEZ ST,60622,2/13/18,2/17/18,41.90040,-87.68684,polygon
CHRISTOPHER HOUSE,"2018-#2 SKATE SESSION, ART SHOW & MUSIC SHOWCASE",113 N ELIZABETH ST 1,60607,2/21/18,2/21/18,41.88332,-87.65866,polygon
3733 NORTH HALSTED INC.,3733 NORTH HALSTED INC.,3514 N HALSTED ST,60657,2/15/18,2/25/18,41.94589,-87.64959,polygon
CHRISTOPHER HOUSE,"2018 - #3 SKATE SESSION, ART SHOW & MUSIC SHOWCASE",113 N ELIZABETH ST 1,60607,3/7/18,3/7/18,41.88332,-87.65866,polygon
CHRISTOPHER HOUSE,2018 - #4 ART SHOW & CONCERT MUSIC SHOWCASE,113 N ELIZABETH ST 1,60607,3/12/18,3/12/18,41.88332,-87.65866,polygon
BERGHOFF RESTAURANT COMPANY OF DELAWARE,BERGHOFF'S,17 W ADAMS ST BSMT & 1ST,60603,3/1/16,3/15/18,41.87934,-87.62841,polygon
AMERICAN DRUG STORES LLC,OSCO DRUG #3234,102 W DIVISION ST 1 AND 2,60610,6/13/17,3/15/18,41.90401,-87.63161,polygon
"CHICAGO SIGNATURE SERVICES, L.L.C.",CHICAGO SIGNATURE SERVICES,700 E GRAND AVE,60611,8/1/17,3/15/18,41.89225,-87.60952,polygon
"CHICAGO SIGNATURE SERVICES, L.L.C.",CHICAGO SIGNATURE SERVICES,700 E GRAND AVE,60611,8/1/17,3/15/18,41.89225,-87.60952,polygon
Gilloury Institute,SILK ROAD RISING,77 W WASHINGTON ST  LWR LVL,60602,8/4/17,3/15/18,41.88310,-87.63033,polygon
SPIN CHICAGO LLC,SPIN CHICAGO,344 N STATE ST GROUND & LOWER LEVEL,60654,2/23/16,3/15/18,41.88874,-87.62819,polygon
